"customer_id","hazard_score","baseline_hazard","hazard_group"
"0114-PEGZZ",3.87610131968951,0.0060760207523678,"Medium-High"
"0114-RSRRW",2.23839638222198,0.000444965433829485,"Medium-Low"
"0115-TFERT",5.97535802589069,0.00149505914509933,"Medium-High"
"0117-LFRMW",4.36361452107854,0.00964238043418027,"Medium-High"
"0118-JPNOY",5.62855971075778,0.00269695991635069,"Medium-High"
"0121-SNYRK",2.18403567491265,0.0497361904474097,"Medium-Low"
"0122-OAHPZ",7.82890218813226,0.000296454454927464,"High"
"0123-CRBRT",-4.50152132034271,0.219214107156684,"Low"
"0125-LZQXK",7.20628940423094,0.000818523640539762,"High"
"0128-MKWSG",5.36931000204851,0.00269695991635069,"Medium-High"
"0129-KPTWJ",-3.81704587330938,2.17888442246913,"Low"
"0129-QMPDR",2.04992943744922,0.0232021646131933,"Medium-Low"
"0130-SXOUN",-0.603784429365065,0.439030039831265,"Medium-Low"
"0133-BMFZO",8.8696246934517,0.000120099134806493,"High"
"0134-XWXCE",1.92171693254042,0.0232021646131933,"Medium-Low"
"0135-NMXAP",7.63469291222197,0.000561662870984387,"High"
"0136-IFMYD",-5.89531450806239,0.824587244528871,"Low"
"0137-OCGAB",8.78448723394895,8.30880920493113e-05,"High"
"0137-UDEUO",4.92852427199056,0.000155012759831811,"Medium-High"
"0139-IVFJG",6.27881126687402,0.000120099134806493,"High"
"0141-YEAYS",1.55934295811624,0.00294871628029476,"Medium-Low"
"0142-GVYSN",4.29292147813579,0.00269695991635069,"Medium-High"
"0147-ESWWR",1.61320588181593,0.0124563580987947,"Medium-Low"
"0148-DCDOS",5.49394419759148,0.00245382367073053,"Medium-High"
"0151-ONTOV",8.37265898193604,8.30880920493113e-05,"High"
"0156-FVPTA",5.2163832011409,0.00172791796621807,"Medium-High"
"0164-APGRB",-7.49302478170125,2.17888442246913,"Low"
"0164-XAIRP",0.529284537518872,0.00213133593086452,"Medium-Low"
"0168-XZKBB",4.51261224157592,0.00124882648406011,"Medium-High"
"0174-QRVVY",-2.44615029531148,1.49816718296528,"Low"
"0177-PXBAT",1.05369445801607,0.0060760207523678,"Medium-Low"
"0178-CIIKR",5.06599657844986,0.000155012759831811,"Medium-High"
"0178-SZBHO",1.25769090677841,0.0334954013406053,"Medium-Low"
"0181-RITDD",-5.0839423379048,0.241098947938206,"Low"
"0186-CAERR",-4.22236801509406,1.49816718296528,"Low"
"0187-QSXOE",2.25470090935343,0.000296454454927464,"Medium-Low"
"0187-WZNAB",3.87608463562195,0.00294871628029476,"Medium-High"
"0188-GWFLE",4.9738717690598,0.000120099134806493,"Medium-High"
"0191-EQUUH",1.39673211030133,0.00245382367073053,"Medium-Low"
"0191-ZHSKZ",3.65747987282662,0.00407019049882884,"Medium-High"
"0193-ESZXP",-1.42293372503984,0.150809866021979,"Low"
"0195-IESCP",7.38357064645617,0.000444965433829485,"High"
"0196-JTUQI",7.64790146979817,0.000385096811640781,"High"
"0196-VULGZ",8.24942276926742,0.000256739623070878,"High"
"0197-PNKNK",-3.92180774321737,0.824587244528871,"Low"
"0201-MIBOL",-4.22208683544101,0.439030039831265,"Low"
"0201-OAMXR",-4.03344590141397,1.16139422064449,"Low"
"0203-HHYIJ",2.90855189042328,0.00245382367073053,"Medium-Low"
"0206-OYVOC",-0.723638416850502,0.0284062407963613,"Medium-Low"
"0206-TBWLC",-2.32113015596835,0.0870621981502741,"Low"
"0207-MDKNV",7.66493834093718,0.000818523640539762,"High"
"0208-BPQEJ",4.85030759918068,0.000561662870984387,"Medium-High"
"0212-ISBBF",5.85669351278641,0.00172791796621807,"Medium-High"
"0214-JHPFW",-5.05055737918572,1.16139422064449,"Low"
"0215-BQKGS",5.10923726025546,0.00407019049882884,"Medium-High"
"0218-QNVAS",-3.726570455548,1.49816718296528,"Low"
"0219-QAERP",2.17238334781507,0.00407019049882884,"Medium-Low"
"0219-YTZUE",7.06156179818936,0.00019389091528012,"High"
"0220-EBGCE",9.09703312689523,0.000120099134806493,"High"
"0221-NAUXK",3.18826372766096,0.000444965433829485,"Medium-High"
"0221-WMXNQ",6.93721395570666,0.00019389091528012,"High"
"0222-CNVPT",-0.7049206966695,0.0607536238458041,"Medium-Low"
"0224-HJAPT",6.98930967713731,0.000229985572955397,"High"
"0224-NIJLP",0.502113436147906,0.000335301833691779,"Medium-Low"
"0224-RLWWD",5.71384420816483,0.000120099134806493,"Medium-High"
"0225-ZORZP",8.51748430662984,0.000155012759831811,"High"
"0228-MAUWC",5.75576059354131,0.00124882648406011,"Medium-High"
"0229-LFJAF",-3.57889281422104,2.17888442246913,"Low"
"0230-UBYPQ",1.10223491102966,0.260267557035998,"Medium-Low"
"0230-WEQUW",-2.77328497805669,0.439030039831265,"Low"
"0231-LXVAP",8.4992145058901,8.30880920493113e-05,"High"
"0233-FTHAV",-0.520450901072505,0.189503431286841,"Medium-Low"
"0234-TEVTT",1.23136115460423,0.0371733010070022,"Medium-Low"
"0235-KGSLC",8.98218870237165,8.30880920493113e-05,"High"
"0236-HFWSV",7.03557114956193,0.000818523640539762,"High"
"0237-YFUTL",0.562060820923295,0.0497361904474097,"Medium-Low"
"0238-WHBIQ",-7.92610354011022,2.17888442246913,"Low"
"0239-OXEXL",2.66586590399023,0.0284062407963613,"Medium-Low"
"0244-LGNFY",-7.11790527201549,2.17888442246913,"Low"
"0247-SLUJI",4.72242668924958,8.30880920493113e-05,"Medium-High"
"0248-IPDFW",7.09664415198347,8.30880920493113e-05,"High"
"0248-PGHBZ",-3.9936215043398,0.528869253418018,"Low"
"0253-ZTEOB",-2.78158205008466,0.0371733010070022,"Low"
"0254-FNMCI",-6.45752330777234,2.17888442246913,"Low"
"0254-KCJGT",-1.40299726558544,0.0607536238458041,"Low"
"0254-WWRKD",-0.484187288536927,0.528869253418018,"Medium-Low"
"0256-LTHVJ",5.12045519496514,0.00321662683688798,"Medium-High"
"0257-KXZGU",1.95723675280121,0.0054137009768409,"Medium-Low"
"0257-ZESQC",5.25700342278084,0.00294871628029476,"Medium-High"
"0258-NOKBL",8.5979739025154,0.000155012759831811,"High"
"0259-GBZSH",8.49174160631714,0.000120099134806493,"High"
"0260-ZDLGK",7.40364025244729,0.000385096811640781,"High"
"0263-FJTQO",-4.14480528241947,0.0497361904474097,"Low"
"0264-CNITK",-1.90561448102387,1.49816718296528,"Low"
"0265-EDXBD",4.61788736744386,0.0054137009768409,"Medium-High"
"0265-PSUAE",4.91648607569448,0.000918530586474259,"Medium-High"
"0266-CLZKZ",-6.84216298221096,0.528869253418018,"Low"
"0266-GMEAO",-6.65998616795646,2.17888442246913,"Low"
"0268-QKIWO",5.05082436648111,0.000155012759831811,"Medium-High"
"0269-XFESX",2.29644866328298,0.00185926437976301,"Medium-Low"
"0270-THENM",-4.52100776992045,2.17888442246913,"Low"
"0274-JKUJR",4.67166222336868,0.000296454454927464,"Medium-High"
"0277-BKSQP",4.18790221318798,0.000335301833691779,"Medium-High"
"0277-ORXQS",-4.27449322268178,0.439030039831265,"Low"
"0278-YXOOG",5.04298907971497,0.000229985572955397,"Medium-High"
"0280-XJGEX",1.55854407780244,0.044269807298813,"Medium-Low"
"0281-CNTZX",-1.78372598818548,0.260267557035998,"Low"
"0282-NVSJS",5.77217140811242,0.000561662870984387,"Medium-High"
"0285-INHLN",3.69763833257317,0.00294871628029476,"Medium-High"
"0289-IVARM",4.38075484458515,0.00764092624331836,"Medium-High"
"0292-WEGCH",-0.320702828844376,0.0870621981502741,"Medium-Low"
"0295-PPHDO",9.45282210401033,8.30880920493113e-05,"High"
"0295-QVKPB",7.23567892316542,0.000229985572955397,"High"
"0297-RBCSG",4.39065078093333,0.00124882648406011,"Medium-High"
"0298-XACET",-1.29617057391462,0.0607536238458041,"Low"
"0301-FIDRB",-5.53918395857112,2.17888442246913,"Low"
"0301-KOBTQ",0.157699104441096,0.0054137009768409,"Medium-Low"
"0302-JOIVN",8.35128817502996,0.000335301833691779,"High"
"0303-UNCIP",1.86875773897469,0.0161797339816265,"Medium-Low"
"0303-WMMRN",4.96156826215007,0.000229985572955397,"Medium-High"
"0305-SQECB",4.4373484281853,0.00049297092315797,"Medium-High"
"0306-JAELE",9.00053212591153,0.000229985572955397,"High"
"0307-BCOPK",3.08844097859745,0.000918530586474259,"Medium-High"
"0308-GIQJT",-2.69618218138602,1.49816718296528,"Low"
"0308-IVGOK",4.64185725289852,0.00049297092315797,"Medium-High"
"0310-MVLET",-0.434196775475917,0.219214107156684,"Medium-Low"
"0310-SUCIN",-2.99099679557009,1.49816718296528,"Low"
"0310-VQXAM",5.05984186782412,0.000385096811640781,"Medium-High"
"0311-QYWSS",6.75078268266061,0.000256739623070878,"High"
"0311-UNPFF",5.63344913166342,0.00269695991635069,"Medium-High"
"0314-TKOSI",6.93229577357449,0.000256739623070878,"High"
"0315-LVCRK",7.62125441234874,0.00049297092315797,"High"
"0318-QUUOB",8.41476173404117,8.30880920493113e-05,"High"
"0318-ZOPWS",-3.10567958579825,0.044269807298813,"Low"
"0319-QZTCO",4.93168524554025,0.000155012759831811,"Medium-High"
"0320-DWVTU",-3.26205810129475,0.0734201471478829,"Low"
"0320-JDNQG",5.64745748358146,0.00185926437976301,"Medium-High"
"0322-CHQRU",7.01447197804468,0.000120099134806493,"High"
"0322-YINQP",6.89273663717152,8.30880920493113e-05,"High"
"0323-XWWTN",1.13286301368144,0.000155012759831811,"Medium-Low"
"0324-BRPCJ",-1.34694518041393,0.639926701617274,"Low"
"0325-XBFAC",8.07306178429615,0.000335301833691779,"High"
"0326-VDYXE",-5.38714812649119,1.16139422064449,"Low"
"0327-WFZSY",-0.124923719277246,0.0124563580987947,"Medium-Low"
"0328-GRPMV",8.27631340869466,8.30880920493113e-05,"High"
"0329-GTIAJ",9.08230092275745,0.000155012759831811,"High"
"0330-BGYZE",-3.65177396086335,0.189503431286841,"Low"
"0330-IVZHA",7.75779371521739,0.000229985572955397,"High"
"0334-GDDSO",8.97184162488,0.000155012759831811,"High"
"0334-ZFJSR",0.642340533062495,0.0979244248283692,"Medium-Low"
"0336-KXKFK",-3.1795478671137,2.17888442246913,"Low"
"0336-PIKEI",-5.85128294448349,2.17888442246913,"Low"
"0337-CNPZE",3.15487179151946,0.0161797339816265,"Medium-High"
"0343-QLUZP",-1.09845050184904,0.189503431286841,"Medium-Low"
"0345-HKJVM",8.33309221188177,0.000256739623070878,"High"
"0345-XMMUG",-3.20108118374004,0.0284062407963613,"Low"
"0347-UBKUZ",4.76456316394602,0.000818523640539762,"Medium-High"
"0348-SDKOL",0.403062769362659,0.150809866021979,"Medium-Low"
"0354-VXMJC",-2.07420665073035,0.00185926437976301,"Low"
"0354-WYROK",4.82806754611059,0.00463229219938873,"Medium-High"
"0356-ERHVT",6.2746956863767,0.00049297092315797,"High"
"0356-OBMAC",-3.15825401603257,0.112521430589104,"Low"
"0357-NVCRI",4.57973488286189,0.00245382367073053,"Medium-High"
"0361-HJRDX",-3.3329330216916,0.639926701617274,"Low"
"0362-RAOQO",-0.342508043869459,0.0140992308233096,"Medium-Low"
"0362-ZBZWJ",4.25268531313462,0.00838676749272581,"Medium-High"
"0363-QJVFX",4.54947966727432,0.0054137009768409,"Medium-High"
"0363-SVHYR",-7.79491880111519,1.49816718296528,"Low"
"0365-BZUWY",6.76219123225338,0.0010255340708036,"High"
"0365-GXEZS",5.01427197292341,0.0011396578130888,"Medium-High"
"0365-TRTPY",4.09473547261831,0.00964238043418027,"Medium-High"
"0366-NQSHS",4.87466567876849,0.000120099134806493,"Medium-High"
"0369-ZGOVK",2.33602259658064,0.00321662683688798,"Medium-Low"
"0373-AIVNJ",4.70106483954483,0.000385096811640781,"Medium-High"
"0374-AACSZ",7.26053737100953,8.30880920493113e-05,"High"
"0374-FIUCA",-1.52366433851703,0.343201056051665,"Low"
"0374-IOEGQ",7.20056414376974,0.000155012759831811,"High"
"0375-HVGXO",6.40770138878756,8.30880920493113e-05,"High"
"0376-OIWME",3.20513856019198,0.00838676749272581,"Medium-High"
"0376-YMCJC",5.76754177629687,0.00185926437976301,"Medium-High"
"0377-JBKKT",2.96838508140907,0.00172791796621807,"Medium-Low"
"0378-CJKPV",-6.29170106072881,2.17888442246913,"Low"
"0378-NHQXU",5.0921790958111,0.0010255340708036,"Medium-High"
"0378-TOVMS",8.39966792194106,0.000155012759831811,"High"
"0378-XSZPU",0.236784412510705,0.150809866021979,"Medium-Low"
"0379-DJQHR",-4.6193664651133,0.528869253418018,"Low"
"0380-NEAVX",2.90866068113999,0.00671872763788743,"Medium-Low"
"0380-ZCSBI",5.08767761594866,0.000444965433829485,"Medium-High"
"0383-CLDDA",-4.88437814502164,0.824587244528871,"Low"
"0384-LPITE",2.55989667230795,0.0140992308233096,"Medium-Low"
"0384-RVBPI",5.91319308139045,0.00136741125493559,"Medium-High"
"0386-CWRGM",-2.86048972753101,0.0284062407963613,"Low"
"0388-EOPEX",8.13295119758575,0.000120099134806493,"High"
"0390-DCFDQ",8.42352831845064,8.30880920493113e-05,"High"
"0392-BZIUW",-7.79691025217323,2.17888442246913,"Low"
"0394-YONDK",-1.57770273582017,1.16139422064449,"Low"
"0396-HUJBP",5.11662676128035,0.000120099134806493,"Medium-High"
"0396-UKGAI",5.3794056304299,0.00185926437976301,"Medium-High"
"0396-YCHWO",2.86577431945152,0.00838676749272581,"Medium-Low"
"0397-GZBBC",0.863719481018899,0.170573473668853,"Medium-Low"
"0397-ZXWQF",-2.01623676334964,0.528869253418018,"Low"
"0401-WDBXM",-6.98671734575905,2.17888442246913,"Low"
"0402-CQAJN",4.08007599779153,0.00964238043418027,"Medium-High"
"0402-OAMEN",-2.81358166430292,2.17888442246913,"Low"
"0404-AHASP",-4.35643553924191,2.17888442246913,"Low"
"0404-SWRVG",8.21148416081108,0.000155012759831811,"High"
"0406-BPDVR",-0.308676459702045,0.0870621981502741,"Medium-Low"
"0407-BDJKB",0.166982682991267,0.189503431286841,"Medium-Low"
"0409-WTMPL",-4.01982639906507,0.150809866021979,"Low"
"0410-IPFTY",4.74488152632881,0.00463229219938873,"Medium-High"
"0411-EZJZE",7.4105990695969,0.000155012759831811,"High"
"0412-UCCNP",-1.84699815475387,0.0979244248283692,"Low"
"0415-MOSGF",7.06740745146471,8.30880920493113e-05,"High"
"0419-YAAPX",2.00715465852223,0.044269807298813,"Medium-Low"
"0420-BWTPW",5.78773704988818,0.000335301833691779,"Medium-High"
"0420-HLGXF",-0.405158969487234,0.0124563580987947,"Medium-Low"
"0420-TXVSG",-5.87794781516029,0.439030039831265,"Low"
"0422-OHQHQ",1.22040340604446,0.000818523640539762,"Medium-Low"
"0422-UXFAP",-0.460009576093302,0.0547275113583605,"Medium-Low"
"0423-UDIJQ",2.68584004715487,0.000385096811640781,"Medium-Low"
"0426-TIRNE",5.21566645703486,8.30880920493113e-05,"Medium-High"
"0428-AXXLJ",2.70025673431678,0.00245382367073053,"Medium-Low"
"0428-IKYCP",3.82030736042662,0.00172791796621807,"Medium-High"
"0430-IHCDJ",6.07486621051862,0.000818523640539762,"High"
"0431-APWVY",3.16148062868049,0.00321662683688798,"Medium-High"
"0432-CAJZV",9.02669985102402,0.000155012759831811,"High"
"0434-CSFON",1.2483746595829,0.0334954013406053,"Medium-Low"
"0436-TWFFZ",-4.47470984858733,0.528869253418018,"Low"
"0439-IFYUN",6.93870036938844,0.0011396578130888,"High"
"0440-EKDCF",-2.83074815887463,0.241098947938206,"Low"
"0440-MOGPM",1.88660332424672,0.0161797339816265,"Medium-Low"
"0440-QEXBZ",3.78234562805884,0.0232021646131933,"Medium-High"
"0440-UEDAI",-0.311424578492573,0.0734201471478829,"Medium-Low"
"0442-TDYUO",-1.79109053336762,0.0371733010070022,"Low"
"0442-ZXKVS",-1.86239279737197,0.0870621981502741,"Low"
"0447-BEMNG",2.9237953853079,0.0371733010070022,"Medium-Low"
"0447-RXSGD",5.79694250117857,0.00213133593086452,"Medium-High"
"0454-OKRCT",0.321985932534396,0.0060760207523678,"Medium-Low"
"0455-ENTCR",-4.74280318336745,0.439030039831265,"Low"
"0455-XFASS",7.45242186139757,0.000155012759831811,"High"
"0458-HEUZG",2.06996004349388,0.000644797027832564,"Medium-Low"
"0459-SPZHJ",-4.38846312611241,0.260267557035998,"Low"
"0461-CVKMU",5.73135414775533,0.00185926437976301,"Medium-High"
"0463-TXOAK",-1.27389089431949,0.0607536238458041,"Low"
"0463-WZZKO",5.09650848660441,0.000155012759831811,"Medium-High"
"0463-ZSDNT",6.69114469123779,0.000444965433829485,"High"
"0464-WJTKO",-4.11916109084607,2.17888442246913,"Low"
"0468-YRPXN",5.21135645638591,0.00359296251579392,"Medium-High"
"0471-ARVMX",-3.55602715583379,0.241098947938206,"Low"
"0471-LVHGK",1.60209342249829,0.0161797339816265,"Medium-Low"
"0475-RIJEP",3.05289434441729,0.0217729252904675,"Medium-High"
"0479-HMSWA",1.7664213108391,0.00269695991635069,"Medium-Low"
"0480-BIXDE",4.68202077878893,0.00124882648406011,"Medium-High"
"0480-KYJVA",-4.3713761638215,2.17888442246913,"Low"
"0481-SUMCB",0.675703750715631,0.0248044419474306,"Medium-Low"
"0484-FFVBJ",2.94376165548976,0.0054137009768409,"Medium-Low"
"0484-JPBRU",3.39906490433855,0.0161797339816265,"Medium-High"
"0485-ZBSLN",-2.93162953532061,0.343201056051665,"Low"
"0486-HECZI",0.899381457010497,0.0979244248283692,"Medium-Low"
"0486-LGCCH",0.197688535729121,0.00049297092315797,"Medium-Low"
"0487-CRLZF",-1.49776693303333,0.044269807298813,"Low"
"0487-RPVUM",0.0718897134843475,0.219214107156684,"Medium-Low"
"0487-VVUVK",3.13485091907209,0.00245382367073053,"Medium-High"
"0488-GSLFR",8.23031277265066,8.30880920493113e-05,"High"
"0489-WMEMG",3.98124602398401,0.00185926437976301,"Medium-High"
"0491-KAPQG",6.0958329645017,0.00149505914509933,"High"
"0495-RVCBF",8.8357035862983,8.30880920493113e-05,"High"
"0495-ZBNGW",8.31864062479639,0.000229985572955397,"High"
"0496-AHOOK",1.56997841544756,0.00213133593086452,"Medium-Low"
"0504-HHAPI",5.60874361541428,0.00294871628029476,"Medium-High"
"0505-SPOOW",-3.03996613978125,1.16139422064449,"Low"
"0506-LVNGN",8.31057621468191,0.000229985572955397,"High"
"0506-YLVKJ",-0.902220149540605,0.0284062407963613,"Medium-Low"
"0508-OOLTO",6.88531154252754,0.000120099134806493,"High"
"0508-SQWPL",-3.2765812802838,0.126583284513825,"Low"
"0511-JTEOY",8.1246792985865,8.30880920493113e-05,"High"
"0512-FLFDW",-2.1155276316605,0.189503431286841,"Low"
"0513-RBGPE",-1.3664432867437,0.00964238043418027,"Low"
"0515-YPMCW",8.4068554233242,8.30880920493113e-05,"High"
"0516-OOHAR",1.76869988794134,0.00321662683688798,"Medium-Low"
"0516-QREYC",0.568671097176867,0.00213133593086452,"Medium-Low"
"0516-UXRMT",-1.4404176973929,0.241098947938206,"Low"
"0516-VRYBW",2.91091108061514,0.0011396578130888,"Medium-Low"
"0516-WJVXC",6.62939419284371,0.000229985572955397,"High"
"0519-DRGTI",2.25744575651934,0.00136741125493559,"Medium-Low"
"0519-XUZJU",8.46178650346017,8.30880920493113e-05,"High"
"0520-FDVVT",2.24777218056342,0.00764092624331836,"Medium-Low"
"0523-VNGTF",-0.521199390802703,0.0607536238458041,"Medium-Low"
"0524-IAVZO",4.6362447004256,0.00407019049882884,"Medium-High"
"0526-SXDJP",-3.36027991099348,2.17888442246913,"Low"
"0529-ONKER",7.02361596037363,0.000818523640539762,"High"
"0530-IJVDB",-6.38664896062287,1.16139422064449,"Low"
"0531-XBKMM",-3.44498447411627,0.439030039831265,"Low"
"0531-ZZJWQ",-3.47455984652411,0.0979244248283692,"Low"
"0533-BNWKF",0.744119897381049,0.0979244248283692,"Medium-Low"
"0533-UCAAU",-0.920005537866037,0.126583284513825,"Medium-Low"
"0536-ACXIP",-9.71351438025264,2.17888442246913,"Low"
"0536-BGFMZ",3.06504873508265,0.00321662683688798,"Medium-High"
"0536-ESJEP",-4.55086099932948,0.0870621981502741,"Low"
"0537-QYZZN",0.649526162103605,0.00213133593086452,"Medium-Low"
"0541-FITGH",6.16773222703857,0.000120099134806493,"High"
"0547-HURJB",4.58156903154065,0.000561662870984387,"Medium-High"
"0549-CYCQN",0.996996927838625,0.0547275113583605,"Medium-Low"
"0550-DCXLH",6.77801254008208,0.000644797027832564,"High"
"0556-FJEGU",-2.95773355075698,0.150809866021979,"Low"
"0557-ASKVU",3.80751091796307,0.0011396578130888,"Medium-High"
"0559-CKHUS",-1.63323543903905,0.00359296251579392,"Low"
"0562-FGDCR",-6.79080200916637,2.17888442246913,"Low"
"0562-HKHML",-3.93202455401894,1.49816718296528,"Low"
"0562-KBDVM",-1.75013249906568,1.16139422064449,"Low"
"0564-JJHGS",8.12168539177326,0.000385096811640781,"High"
"0564-MUUQK",5.15360415071997,0.00136741125493559,"Medium-High"
"0565-IYCGT",-1.84180149466346,0.824587244528871,"Low"
"0565-JUPYD",-2.22010224373562,0.260267557035998,"Low"
"0567-GGCAC",6.94533015959856,0.000296454454927464,"High"
"0567-XRHCU",-3.60128057283895,0.824587244528871,"Low"
"0568-ONFPC",5.05497148084081,0.000229985572955397,"Medium-High"
"0570-BFQHT",7.73591461838965,0.000385096811640781,"High"
"0572-ZJKLT",-4.74593162357979,0.0284062407963613,"Low"
"0575-CUQOV",-3.59934492793832,0.189503431286841,"Low"
"0576-WNXXC",5.43624906821156,0.00294871628029476,"Medium-High"
"0577-WHMEV",6.39814153108065,0.000918530586474259,"High"
"0578-SKVMF",4.7897149044277,0.00172791796621807,"Medium-High"
"0580-PIQHM",0.276586433241576,0.0161797339816265,"Medium-Low"
"0581-BXBUB",4.12680870057975,0.00019389091528012,"Medium-High"
"0581-MDMPW",5.94210253409632,0.00213133593086452,"Medium-High"
"0582-AVCLN",-0.451133733222161,0.0109144452435301,"Medium-Low"
"0584-BJQGZ",5.31722605434399,0.00245382367073053,"Medium-High"
"0585-EGDDA",1.65253934635661,0.0140992308233096,"Medium-Low"
"0587-DMGBH",6.86681665543169,0.000335301833691779,"High"
"0594-UFTUL",4.35414058348062,0.000644797027832564,"Medium-High"
"0595-ITUDF",-0.525773592711888,0.281815334617434,"Medium-Low"
"0596-BQCEQ",-0.986068332226546,0.241098947938206,"Medium-Low"
"0599-XNYDO",5.8446913111588,0.00136741125493559,"Medium-High"
"0601-WZHJF",5.74617575853797,0.000707292687873374,"Medium-High"
"0602-DDUML",-2.3874274703822,0.126583284513825,"Low"
"0603-OLQDC",6.79825210306342,0.000561662870984387,"High"
"0603-TPMIB",-1.61915208381131,0.170573473668853,"Low"
"0604-THJFP",-4.01501732810756,0.170573473668853,"Low"
"0607-DAAHE",-0.866211601034821,0.0734201471478829,"Medium-Low"
"0607-MVMGC",0.123664895583405,0.0248044419474306,"Medium-Low"
"0608-JDVEC",-1.83007741673256,0.0497361904474097,"Low"
"0611-DFXKO",5.95690761184118,0.00136741125493559,"Medium-High"
