gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,number_of_referrals,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,city,zip_code,total_population,latitude,longitude,New_total_services,New_flag_auto_payment,New_avg_service_fee,New_tenure_year_2,New_tenure_year_3,New_tenure_year_4,New_tenure_year_5,New_tenure_year_6,New_contract_type_1,New_contract_type_2,New_family_size_2,New_family_size_3,churn_value
0,-0.3886597901865286,0,0,0,0,0.0,21,0,1,0,-0.7083333333333334,0,4,0.0,0,0,0,0,0,0,0,3,2,1,1,-1.4594463760648215,-0.04330632820256801,-0.8142465832686567,1.31,0.0,0.059479454377518275,713,1.3357106975852553,0.3205352121014772,1.3271642190682618,-0.7702106414475869,0,1,-1.3457481214972515,True,False,False,False,False,False,True,False,False,0
1,0.38749842237865134,0,0,1,0,0.0,10,1,1,0,-0.4166666666666667,1,4,2.0,0,1,0,0,0,0,0,1,1,0,3,-0.5055748979694671,0.2078748609411037,-0.7963962140608981,0.0,0.0,-0.12470606083592509,554,-1.8544672836182408,0.805482371747432,-0.8947478601157516,0.6603634928668636,1,0,-1.0124812302222062,False,False,False,False,False,True,False,True,False,0
1,-0.09013740073838244,0,0,0,1,1.0,37,1,1,0,0.4166666666666667,0,0,0.0,1,1,0,1,0,0,0,0,2,0,1,-0.11006721192992953,1.7499202025396232,0.009694686145584226,48.79,110.0,1.292386362115202,854,-0.7384705290928915,1.1643527426659956,-1.3913697584377966,1.2460049154587993,1,1,-0.5072740956778691,False,False,True,False,False,False,True,True,False,0
0,1.4621790243919774,0,1,0,0,0.0,59,1,1,1,-0.625,1,0,0.0,0,1,0,0,0,0,0,2,2,1,1,0.47987072312904416,-1.0894630335019835,1.019376880146861,0.0,0.0,-0.03549134134424458,114,0.8191851726866984,-0.48983156212071877,0.36838315977160513,-1.0877559448883465,1,1,0.24629116803322146,False,False,False,True,False,False,True,False,False,0
0,0.6263163339371682,0,0,1,1,2.0,62,0,1,0,-0.7083333333333334,0,0,0.3333333333333333,0,0,0,0,0,0,0,3,2,0,0,-1.477726143066649,-1.3302862354644727,-0.434336005989068,0.0,0.0,-0.22490640798532874,7,0.5471878941947576,-0.10532547881945473,0.6186774986061335,-1.1454817065328113,0,1,-1.3924479406568122,False,False,False,False,True,False,True,False,True,0
1,0.8054297676060559,0,0,0,0,0.0,35,1,1,0,-0.125,1,0,0.0,0,0,0,0,1,0,0,0,0,0,3,-0.3244390249513595,1.6812985374642901,-0.11907509716279534,0.0,0.0,1.1700541249648613,548,-1.4429704108106314,0.4144933542523904,-0.9589276198275218,0.7308476240345397,1,0,-0.7811048534771106,False,True,False,False,False,False,False,False,False,1
0,1.2830655907230897,0,1,0,0,0.0,1,1,0,0,-0.3333333333333333,1,0,0.0,0,0,0,0,0,0,0,0,0,1,3,-1.2982520670487077,-1.4863034173810314,-0.9949788134055549,0.0,0.0,-0.3582510452409744,354,1.0518640327035667,-0.5055504573576862,0.9301994999522857,-1.4020778858416016,0,0,-0.933940625272036,False,False,False,False,False,False,False,False,False,1
1,1.2233611128334605,0,1,1,0,0.0,13,1,1,1,-0.4583333333333333,1,0,0.3333333333333333,0,0,0,0,1,1,1,0,0,1,2,1.0133075601823696,0.5658727928907179,-0.4619169225647147,48.09,0.0,0.009513143040725378,651,-0.497173933519843,0.02240904650543205,-1.0598101138017622,1.2113110628786738,1,0,0.9276839839522638,True,False,False,False,False,False,False,True,False,1
1,0.08897603293050522,0,0,0,0,0.0,1,0,1,0,-0.7083333333333334,0,5,0.0,0,0,0,0,0,0,0,3,0,0,0,-1.4960059100684764,-1.141900343606719,-0.9976045166635564,0.0,0.0,-0.35350339786980567,271,0.5827360533640014,0.35765667090968295,0.614265960377984,-1.0081090901980758,0,1,-1.4391477598163727,False,False,False,False,False,False,False,False,False,0
0,1.044247679164573,0,0,0,0,0.0,23,1,1,1,-0.5416666666666666,1,0,0.0,1,0,0,0,1,0,0,2,0,1,0,0.8404806721650927,-1.2564855767985486,-0.0487989217280473,27.38,0.0,-0.28538536707256673,848,0.7938705744904188,-0.020869719664900387,0.7271950200399642,-1.308257334406853,1,1,0.7069212024707048,True,False,False,False,False,False,False,False,False,1
1,1.4024745465023483,0,1,1,1,3.0,60,1,1,1,1.5,1,0,1.3333333333333333,1,1,0,0,0,1,0,2,1,1,2,0.9468356801757247,-0.21227099409560476,1.541958022688955,0.0,0.0,0.6955124915778342,351,0.11576250791348111,-0.10941061543471182,0.2235736376868462,-0.01433910103533886,1,0,0.8427752218439719,False,False,False,True,False,True,False,False,True,0
1,0.38749842237865134,0,0,0,0,0.0,1,1,0,0,-0.3333333333333333,1,0,0.0,0,0,0,0,0,1,1,1,0,1,0,-0.9808488400169781,-1.4863034173810314,-0.9907644493527961,0.0,0.0,-0.3582510452409744,689,0.08506182499458878,-0.2673988336638939,0.5878238702122167,0.24381166366669293,0,1,-0.1230619471378484,False,False,False,False,False,False,False,False,False,1
1,-1.5230448700894839,1,0,1,0,0.0,3,1,1,0,1.4583333333333333,1,5,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,3,-0.28621769394753876,0.409855610974159,-0.9321163883463407,0.0,0.0,-0.27983454627394466,887,0.8488086386610681,0.5647257334004322,0.3147824234649035,-1.0372251887963586,1,0,-0.7322823152648428,False,False,False,False,False,False,False,True,False,1
1,0.7457252897164267,0,0,1,1,3.0,63,0,1,0,-0.7083333333333334,0,0,0.6666666666666666,0,0,0,0,0,0,0,3,2,1,3,-1.51594747407047,0.4622929210788947,-0.4868942006156205,0.0,0.0,1.3340353664032556,1047,1.1870547592411451,-0.4502531008555105,0.8275286540106148,-0.8498700293733442,0,0,-1.490093017081348,False,False,False,False,True,False,True,False,True,0
1,-0.508068745965787,0,0,1,0,0.0,11,1,1,0,-0.08333333333333333,1,0,2.0,0,0,0,0,1,0,0,1,0,1,0,-0.3227772279511935,1.3750905414205878,-0.7379467356537875,0.0,0.0,0.07564108856771867,1028,0.5940468312814879,0.7298481394866937,0.7954890019336562,-1.1674032637725293,1,1,-0.7789821344244033,False,False,False,False,False,False,False,True,False,0
0,-1.04540904697245,1,0,1,0,0.0,1,1,0,0,0.5,1,5,1.3333333333333333,0,0,0,0,0,0,1,1,0,1,2,-1.328164413051698,-1.4863034173810314,-0.9953759786042441,0.0,0.0,-0.3582510452409744,368,-1.2275270219061238,-0.2276427577632397,-0.8162325252104806,0.6933950670674155,0,0,-1.0103585111694986,False,False,False,False,False,False,False,True,False,1
1,0.38749842237865134,0,0,1,1,3.0,6,0,1,0,-0.7083333333333334,0,5,3.3333333333333335,0,0,0,0,0,0,0,3,1,0,3,-1.505976692069473,-1.38466566816568,-0.9562331418000862,0.0,0.0,-0.3498444967002959,290,-0.9447575739689575,1.3352476244042508,-0.8599331232530948,0.8086553424668225,0,0,-1.4646203884488604,False,False,False,False,False,True,False,False,True,0
1,-1.582749347979113,1,0,0,1,1.0,13,1,1,0,0.4166666666666667,1,4,0.0,0,0,0,0,0,0,1,1,0,0,3,-0.6900343649879066,0.23765407408700273,-0.7153524487950178,0.0,0.0,-0.04930592429644239,307,1.1531224254886852,-0.43805689588822116,1.06815617071542,-1.100375984627394,1,0,-1.248103045072716,True,False,False,False,False,False,False,True,False,0
1,0.9845432012749437,0,0,1,0,0.0,51,1,1,1,-0.375,1,2,2.3333333333333335,1,1,0,0,0,1,1,2,1,1,1,1.0515288911861906,0.7795062785026035,1.1609000792798196,0.0,0.0,1.2347095858748567,1025,1.1854389338243614,1.3499600367070246,0.8650836402639065,-1.0042683498147738,1,1,0.9765065221645318,False,False,False,True,False,True,False,True,False,0
1,-0.8065911354139331,0,0,1,0,0.0,27,1,1,0,-0.5,1,0,3.3333333333333335,1,0,0,0,0,0,0,1,1,0,1,-0.533825446972291,-0.9030192642407014,-0.3789093960386483,0.0,0.0,-0.1411532678003311,448,-1.7138904723580497,0.3293567389952932,-0.9156960844300442,0.648413749128966,1,1,-1.04856745411823,False,True,False,False,False,True,False,True,False,0
0,-1.4633403921998547,1,0,0,0,0.0,11,1,0,0,1.4583333333333333,1,4,0.0,0,0,0,0,1,0,0,1,0,1,3,-0.9625690730151509,-1.4863034173810314,-0.8460639286303228,0.0,0.0,-0.3582510452409744,538,0.03120097776846188,-0.48352624256238713,-0.6875388290319877,0.9241272902876374,0,0,-0.0763621279782881,False,False,False,False,False,False,False,False,False,0
0,-0.32895531229689934,0,0,1,0,0.0,37,1,1,1,0.25,1,0,1.3333333333333333,0,1,0,1,0,1,1,1,1,0,3,0.2438955491054544,1.261800056626406,0.16681765169372875,16.36,0.0,1.0434204479030482,714,-0.24402795155704657,1.783162132559723,-0.8266624855296987,0.2968360694250008,1,0,-0.05513493745121512,False,False,True,False,False,True,False,True,False,0
0,0.6263163339371682,0,0,0,0,0.0,9,0,1,0,-0.7083333333333334,0,5,0.0,0,0,0,0,0,0,0,3,0,0,3,-1.479387940066815,-1.3179861256868186,-0.9241730843725544,0.0,0.0,-0.33736853612718704,850,-0.5795810297758172,0.7993250643853054,-0.8467969388128349,1.1415134744988775,0,0,-1.3966933787622269,False,False,False,False,False,False,False,False,False,0
0,1.2830655907230897,0,1,0,0,0.0,26,1,1,1,-0.20833333333333334,1,3,0.0,0,1,0,0,1,0,0,2,0,1,2,0.8105683261621028,-0.8978402706501103,-0.0012052920851112925,0.0,0.0,-0.14733770319172199,854,-0.7325458358980176,1.6778070513010273,-1.340972258225871,1.209003090774998,1,0,0.6687122595219738,False,True,False,False,False,False,False,False,False,1
1,1.4621790243919774,0,1,1,0,0.0,66,1,1,1,0.375,1,0,2.3333333333333335,0,1,1,1,1,1,0,2,1,1,0,1.4154624342225712,-0.9774672971054496,2.1056678280286536,39.18,0.0,0.10469811834314247,554,-1.870625537786079,-0.23155027974305084,-0.8720254610296948,0.7038436077113294,1,1,1.4413819947074296,False,False,False,False,True,True,False,True,False,0
1,1.2830655907230897,0,1,0,0,0.0,1,1,1,1,-0.20833333333333334,1,5,0.0,0,0,0,0,0,0,0,2,0,1,2,0.32033821111309646,-0.769012805084155,-0.9734877632098108,0.0,0.0,-0.34836308793410414,117,1.3103960993889756,-0.4830230010952902,1.3137124907587736,-0.6994934849387933,1,0,0.04251013897332103,False,False,False,False,False,False,False,False,False,1
0,-0.26925083440727016,0,0,1,0,0.0,45,1,1,0,0.20833333333333334,1,2,2.0,0,0,1,0,0,0,0,1,0,1,1,-0.4823097399671412,-1.0661575623443234,-0.025961922803411783,0.0,0.0,-0.09762126803235897,359,-1.7435139383324194,0.26310647997394987,-0.9300502925092777,0.6688972336460048,1,1,-0.9827631634843038,False,False,True,False,False,False,False,True,False,0
1,0.08897603293050522,0,0,1,1,2.0,8,1,1,0,0.2916666666666667,1,5,0.3333333333333333,0,0,0,0,0,0,0,1,1,1,3,-0.7083141319897339,-1.04738371057843,-0.8538527794712855,0.0,0.0,-0.30984646001311855,678,1.3324790467516878,-0.5029158402652378,1.3065667790809872,-0.5699318594706027,1,0,-1.2714529546524962,False,False,False,False,False,True,False,False,True,0
0,1.6412924580608652,0,1,0,0,0.0,2,1,1,0,0.16666666666666666,1,5,0.0,0,0,0,0,0,0,0,2,0,1,2,0.16080569909714826,-0.49452614478282325,-0.9482236436265185,0.0,0.0,-0.33090745211078443,1095,-0.10722139960268424,-0.5170362037831917,-0.19735094716535456,0.4061718379943178,1,0,-0.16127089008658,False,False,False,False,False,False,False,False,False,1
0,0.8054297676060559,0,0,0,0,0.0,10,0,1,0,-0.7083333333333334,0,4,0.0,0,0,0,0,0,0,0,3,0,0,3,-1.5259182560714666,1.1705202945922364,-0.934300796939132,0.0,0.0,0.00799603767775788,175,-0.030200388069322782,-0.4243213640804002,-0.27771984913811354,-0.5394069323657493,0,0,-1.5155656457138353,False,False,False,False,False,False,False,False,False,0
0,0.32779394448902216,0,0,0,0,0.0,14,1,1,0,0.375,0,0,0.0,1,0,0,1,0,0,0,1,1,0,3,-0.3011738669490337,0.3056283649635118,-0.6554246332594524,0.0,100.0,-0.01242241567794532,776,0.7917161406013736,-0.4638406204671265,0.7545545772966076,-1.4269145808148407,1,0,-0.7513867867392083,True,False,False,False,False,True,False,False,False,0
0,-0.4483642680761578,0,0,0,0,0.0,64,1,1,1,0.041666666666666664,1,0,0.0,0,0,1,0,1,1,1,2,1,1,1,1.1728400721983174,0.3347602039105871,1.7536250088570986,0.0,0.0,1.2483813824399517,744,1.1725123304900908,-0.45901542287084457,1.0781304354597006,-0.6620279305422904,1,1,1.1314650130121642,False,False,False,False,True,True,False,False,False,1
1,-0.8662956133035624,0,0,0,0,0.0,72,1,1,0,0.20833333333333334,1,1,0.0,1,1,1,1,1,0,0,0,2,1,0,0.3436033691154218,-0.5132999965487163,1.3485827003937807,0.0,0.0,0.6074846839289461,676,-1.0126222414738775,0.8230662206565821,-0.8141176926800278,0.6357407912845732,1,1,0.07222820571122271,False,False,False,False,True,False,True,False,False,0
1,1.7607014138401236,0,1,0,0,0.0,52,1,0,0,0.041666666666666664,0,0,0.0,0,1,0,0,1,1,1,1,0,1,2,-0.518869273970796,-1.4863034173810314,0.11937847518361634,0.0,30.0,-0.3582510452409744,987,-0.4815542878242662,0.8471330037595097,-1.0896996928904725,1.2659545769832374,0,0,1.0571698461674088,False,False,False,True,False,False,False,False,False,1
1,-1.1051135248620794,1,0,1,1,2.0,34,1,1,1,1.4583333333333333,1,0,3.0,0,1,0,0,1,1,1,2,0,1,0,1.0947356131905097,1.280573908392299,0.4984947220658264,0.0,0.0,0.9385706190236089,317,-0.14169234182740545,-0.2637577336372517,0.04104305362814707,0.2579319781119067,1,1,1.0316972175349215,False,True,False,False,False,False,False,False,True,0
0,0.8651342454956852,0,0,1,0,0.0,3,1,1,0,-0.4166666666666667,1,0,0.6666666666666666,0,0,0,0,0,0,0,1,0,1,3,-0.6202388909809294,-1.3141018804938753,-0.9488855856243339,0.0,0.0,-0.35112957418422125,1049,-0.11099165890851313,0.15411029868861195,-0.2208453958210446,0.1440317908588739,1,0,-1.1589488448590095,False,False,False,False,False,False,False,True,False,0
1,1.044247679164573,0,0,0,0,0.0,4,0,1,1,-0.7083333333333334,0,5,0.0,0,0,0,0,0,0,0,3,0,0,3,-1.3132082400502028,-1.247422338015014,-0.9613521599165262,0.0,0.0,-0.3450790010307393,431,1.0572501174261792,-0.47899706935851516,1.1097119615853195,-1.5603540821788608,0,0,-0.9721495682207674,False,False,False,False,False,False,False,False,False,0
1,-0.26925083440727016,0,0,0,0,0.0,40,1,1,1,0.5,1,0,0.0,0,1,1,0,1,1,1,2,0,1,3,1.259253516206956,0.6357892063636987,0.8065845925824308,0.0,0.0,0.8118833970666323,655,1.064790636037837,-0.5152600574287322,1.2092990649385322,-1.762027766845213,1,0,1.241846403752944,False,False,True,False,False,False,False,False,False,0
0,0.38749842237865134,0,0,1,0,0.0,49,1,1,1,-0.3333333333333333,1,0,0.6666666666666666,0,0,0,0,1,1,1,2,0,1,2,1.0249401391835322,1.726614731381963,1.1046129447322395,0.0,0.0,1.8119860247823625,725,0.44000480821476506,0.8272401645895622,0.5106363309466373,-1.0949008174989106,1,0,0.9425430173212146,False,False,False,True,False,False,False,True,False,1
1,-0.6871821796346748,0,0,0,0,0.0,3,1,1,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,3,-0.641842251983089,-0.16760217437675587,-0.9437886322411545,0.0,0.0,-0.3037155695168912,857,0.33174450529024996,0.33877031467392915,0.6408275440500663,-1.235939173114162,1,0,-1.1865441925442042,False,False,False,False,False,False,False,False,False,0
0,-0.26925083440727016,0,0,0,0,0.0,47,1,1,1,0.3333333333333333,0,2,0.0,0,1,1,0,1,1,1,2,0,1,2,1.3838882912194153,0.8423015757885213,1.2566168921639438,0.0,0.0,1.1504566933349991,218,-0.3253578308684982,1.2652082531600604,-0.9632674619518806,1.0010205467238957,1,0,1.4010503327059913,False,False,True,False,False,False,False,False,False,1
1,-1.6424538258687422,1,0,0,0,0.0,67,1,1,1,1.75,1,1,0.0,1,1,1,1,1,1,1,1,1,1,0,0.7989357471609396,0.9296970926297473,1.5987085166350057,0.0,0.0,1.8731789158051146,306,-0.7858680746518831,0.9217015482075723,-1.237948602643512,1.2948515760576054,1,1,0.6538532261530223,False,False,False,False,True,True,False,False,False,0
1,-0.6274777017450455,0,0,1,0,0.0,10,1,1,0,0.25,1,4,0.3333333333333333,0,0,0,0,0,0,0,2,0,1,2,0.18407085709947407,0.5671675412883657,-0.6805563644431818,0.0,0.0,-0.07517703280963453,242,0.560114497529028,0.4534797667327788,0.6553931948760704,-1.0307515405747618,1,0,-0.1315528233486777,False,False,False,False,False,False,False,True,False,1
0,0.9845432012749437,0,0,0,0,0.0,50,1,1,1,0.4583333333333333,1,0,0.0,1,1,0,1,1,1,1,2,2,1,2,1.4919050962302134,0.30692311336115957,1.4433727944809631,0.0,0.0,0.8777436181178078,957,0.9242138247776458,-0.3103223705633344,0.7138222789634675,-0.7106740593734319,1,0,1.5390270711319656,False,False,False,True,False,False,True,False,False,1
1,1.7607014138401236,0,1,0,0,0.0,16,1,1,1,0.20833333333333334,1,0,0.0,0,0,0,0,1,0,0,2,0,1,2,0.7258166791536301,-0.24463970403679955,-0.4410216201670048,0.0,0.0,-0.08438675477776639,63,1.0976457528457744,-0.4696426985583612,1.8746429587417717,-1.992692217755069,1,0,0.5604535878339011,True,False,False,False,False,False,False,False,False,1
1,-0.5677732238554163,0,0,1,0,0.0,61,1,1,1,-0.5416666666666666,1,2,0.3333333333333333,1,0,1,0,0,1,1,0,2,1,3,0.17077648109814536,-1.1826849181326242,0.8589000751431176,0.0,0.0,-0.10294006095193903,863,0.8870498401916183,0.2509694798851425,0.4757085815813958,-0.9765086258116017,1,0,-0.14853457577033571,False,False,False,False,True,False,True,True,False,0
0,1.044247679164573,0,0,0,0,0.0,59,0,1,1,-0.7083333333333334,0,2,0.0,0,0,0,0,0,0,0,3,2,0,2,-1.3397969920528607,1.1828204043698902,-0.34742302167589,0.0,0.0,1.8126107152259374,1091,0.9543758992242769,-0.3960214321660105,0.7988445416161437,-0.7214874564279445,0,0,-1.0400765779074008,False,False,False,True,False,False,True,False,False,0
0,0.7457252897164267,0,0,0,0,0.0,25,1,1,1,-0.5833333333333334,1,0,0.0,0,1,0,0,1,1,1,2,0,1,2,1.1794872601989819,0.8597806791567667,0.047381250554548,0.0,0.0,0.45027687172874165,300,1.152583817016424,-0.3361949024599627,1.027863770510622,-0.7923953966323554,1,0,1.1399558892229935,False,True,False,False,False,False,False,False,False,1
1,1.9995193253986405,0,1,1,0,0.0,50,1,1,1,0.0,1,0,3.0,1,1,1,0,1,0,0,2,1,1,0,1.2343265612044643,-0.5482582032852066,1.3173169733636274,0.0,0.0,0.28830356385898065,498,-0.44977638796085134,0.22651786507208194,-1.0642747152479728,0.920503328458723,1,1,1.2100056179623346,False,False,False,True,False,True,False,True,False,0
1,-0.8065911354139331,0,0,0,0,0.0,1,1,1,0,0.3333333333333333,1,5,0.0,1,0,0,0,0,0,0,1,0,0,2,-0.5587524019747828,1.5065075037818383,-0.9851600071046247,0.0,0.0,-0.31699470351745346,368,-1.2296814557951687,-0.09061306651668097,-0.827995546984924,0.6933709289842733,1,0,-1.0804082399088393,False,False,False,False,False,False,False,False,False,0
